mapping_type,alz_original_column,mapped_genus,mia_column,used_in_model,notes
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Fructilactobacillus,Fructilactobacillus,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Fumia,Fumia,,True,Absent in MiaGB; MiaGB value padded with 0
exact_match,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter,Fusicatenibacter,Fusicatenibacter,True,Exact genus match
exact_match,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,Fusobacterium,Fusobacterium,True,Exact genus match
alz_only_padded_in_miagb,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella,Gardnerella,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Gehongia,Gehongia,,True,Absent in MiaGB; MiaGB value padded with 0
exact_match,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella,Gemella,Gemella,True,Exact genus match
exact_match,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger,Gemmiger,Gemmiger,True,Exact genus match
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB77217|o__OFGB77217|f__FGB77217|g__GGB1010,GGB1010,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB72|o__OFGB72|f__FGB72|g__GGB105,GGB105,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB511|o__OFGB511|f__FGB511|g__GGB1066,GGB1066,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB3172|o__OFGB3172|f__FGB3172|g__GGB10692,GGB10692,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Lentisphaerae|c__CFGB10083|o__OFGB10083|f__FGB10083|g__GGB10693,GGB10693,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Lentisphaerae|c__CFGB3176|o__OFGB3176|f__FGB3176|g__GGB10708,GGB10708,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB529|o__OFGB529|f__FGB529|g__GGB1093,GGB1093,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB529|o__OFGB529|f__FGB529|g__GGB1096,GGB1096,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB535|o__OFGB535|f__FGB535|g__GGB1101,GGB1101,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB536|o__OFGB536|f__FGB536|g__GGB1102,GGB1102,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB72567|o__OFGB72567|f__FGB72567|g__GGB1109,GGB1109,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB540|o__OFGB540|f__FGB540|g__GGB1110,GGB1110,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1116,GGB1116,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB544|o__OFGB544|f__FGB544|g__GGB1123,GGB1123,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1146,GGB1146,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1147,GGB1147,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1148,GGB1148,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1153,GGB1153,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1154,GGB1154,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1215,GGB1215,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1219,GGB1219,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1221,GGB1221,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1223,GGB1223,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Verrucomicrobia|c__CFGB26673|o__OFGB26673|f__FGB26673|g__GGB12293,GGB12293,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1239,GGB1239,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1243,GGB1243,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1246,GGB1246,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1247,GGB1247,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1248,GGB1248,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1249,GGB1249,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1256,GGB1256,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB1264|o__OFGB1264|f__FGB1264|g__GGB1264,GGB1264,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB4405|o__OFGB4405|f__FGB4405|g__GGB1266,GGB1266,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785,GGB12785,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12786,GGB12786,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB4355|o__OFGB4355|f__FGB4355|g__GGB12788,GGB12788,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB12972,GGB12972,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB12985,GGB12985,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB13009,GGB13009,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB32090|o__OFGB32090|f__FGB32090|g__GGB13020,GGB13020,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__GGB13147,GGB13147,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB13283,GGB13283,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__GGB1331,GGB1331,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__GGB1332,GGB1332,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB8331|o__OFGB8331|f__FGB8331|g__GGB13357,GGB13357,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB4599|o__OFGB4599|f__FGB4599|g__GGB13393,GGB13393,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB10021|o__OFGB10021|f__FGB10021|g__GGB13402,GGB13402,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB4605|o__OFGB4605|f__FGB4605|g__GGB13404,GGB13404,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1341,GGB1341,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB3026|o__OFGB3026|f__FGB3026|g__GGB13437,GGB13437,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB593|o__OFGB593|f__FGB593|g__GGB1345,GGB1345,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13463,GGB13463,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB13472,GGB13472,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13489,GGB13489,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13493,GGB13493,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB13532|o__OFGB13532|f__FGB13532|g__GGB13532,GGB13532,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1355,GGB1355,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB13727,GGB13727,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB4737|o__OFGB4737|f__FGB4737|g__GGB13743,GGB13743,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1379,GGB1379,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1380,GGB1380,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Tenericutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB13818,GGB13818,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1385,GGB1385,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1387,GGB1387,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB14016,GGB14016,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__GGB1405,GGB1405,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB49965|o__OFGB49965|f__FGB49965|g__GGB1418,GGB1418,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB602|o__OFGB602|f__FGB602|g__GGB1420,GGB1420,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB602|o__OFGB602|f__FGB602|g__GGB1421,GGB1421,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__GGB1425,GGB1425,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB618|o__OFGB618|f__FGB618|g__GGB1456,GGB1456,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB1458|o__OFGB1458|f__FGB1458|g__GGB1458,GGB1458,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB628|o__OFGB628|f__FGB628|g__GGB1492,GGB1492,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1495,GGB1495,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1496,GGB1496,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1497,GGB1497,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1503,GGB1503,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1505,GGB1505,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB4425|o__OFGB4425|f__FGB4425|g__GGB1511,GGB1511,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB33839|o__OFGB33839|f__FGB33839|g__GGB1515,GGB1515,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1518,GGB1518,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1523,GGB1523,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1525,GGB1525,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1527,GGB1527,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1538,GGB1538,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1543,GGB1543,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1545,GGB1545,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1549,GGB1549,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1550,GGB1550,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1551,GGB1551,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1552,GGB1552,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1559,GGB1559,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1567,GGB1567,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1568,GGB1568,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1582,GGB1582,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB653|o__OFGB653|f__FGB653|g__GGB1615,GGB1615,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB4448|o__OFGB4448|f__FGB4448|g__GGB1617,GGB1617,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB1618,GGB1618,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB1621,GGB1621,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB658|o__OFGB658|f__FGB658|g__GGB1627,GGB1627,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB11479|o__OFGB11479|f__FGB11479|g__GGB1629,GGB1629,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB11479|o__OFGB11479|f__FGB11479|g__GGB1631,GGB1631,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB11479|o__OFGB11479|f__FGB11479|g__GGB1632,GGB1632,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB72486|o__OFGB72486|f__FGB72486|g__GGB1633,GGB1633,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB667|o__OFGB667|f__FGB667|g__GGB1661,GGB1661,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB667|o__OFGB667|f__FGB667|g__GGB1662,GGB1662,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__CFGB668|o__OFGB668|f__FGB668|g__GGB1663,GGB1663,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1671,GGB1671,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1672,GGB1672,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1680,GGB1680,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1689,GGB1689,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1690,GGB1690,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1691,GGB1691,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Firmicutes|c__CFGB78335|o__OFGB78335|f__FGB78335|g__GGB18456,GGB18456,,True,Absent in MiaGB; MiaGB value padded with 0
alz_only_padded_in_miagb,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB18827,GGB18827,,True,Absent in MiaGB; MiaGB value padded with 0
